T0 Wins % Last 5,T0 Passing Yrds,T0 Rushing Yrds,T0 Total Yrds,T0 Avg Pass Yrds/Att,T0 Avg Rush Yrds/Att,T0 Penalty Yrds,T0 Total Plays,T0 Fum Lost,T0 TOP (min),T0 First Downs,T0 Interceptions,T0 TDs,T0 Field Goals,T0 Points,T0 Sacked,T1 Wins % Last 5,T1 Passing Yrds,T1 Rushing Yrds,T1 Total Yrds,T1 Avg Pass Yrds/Att,T1 Avg Rush Yrds/Att,T1 Penalty Yrds,T1 Total Plays,T1 Fum Lost,T1 TOP (min),T1 First Downs,T1 Interceptions,T1 TDs,T1 Field Goals,T1 Points,T1 Sacked,Home Team,Result?
2,172,14,186,6.9,1.2,68,47,4,22,9,1,2,0,16,5,5,226,142,368,7.2,3.6,66,75,0,38,27,0,5,3,44,2,1,1
2,299,33,332,6.3,2.5,35,67,0,24,17,3,2,0,14,3,2,302,105,407,10.4,2.8,80,66,0,36,18,0,2,2,20,0,1,1
1,221,97,318,7.7,4,70,54,3,27,16,0,1,4,19,1,3,193,73,266,7.1,2.8,72,60,1,33,15,0,1,3,16,3,1,0
2,275,99,374,9.7,3,63,67,0,34,24,1,3,1,24,3,3,290,87,377,10.2,4,79,56,1,26,20,0,3,0,21,3,1,0
3,351,67,418,7.9,2.6,70,74,0,34,25,0,5,1,38,2,2,353,45,398,6.8,2.8,45,77,2,26,23,0,3,1,24,5,1,0
4,291,146,437,11.7,4.1,20,63,0,34,19,0,4,2,34,1,1,412,100,512,9.1,6.2,44,68,2,26,27,2,3,0,23,4,1,0
2,336,63,399,6.5,3.9,88,68,0,25,23,2,3,1,24,0,2,290,105,395,8.8,3,57,70,0,35,21,2,2,4,26,1,1,1
4,250,109,359,7.9,3.3,142,70,2,40,21,0,2,2,20,3,1,219,7,226,6.1,0.4,60,55,1,20,17,2,1,1,10,1,1,0
2,292,96,388,7.8,4.6,78,69,3,26,19,1,2,1,17,5,2,333,186,519,7.4,5.5,35,79,0,34,34,2,4,4,39,0,1,1
3,166,81,247,5,3.5,94,64,1,30,18,2,1,0,7,3,2,270,158,428,7.4,4.3,72,76,1,30,24,3,3,2,27,1,1,1
3,172,177,349,4.5,5.9,46,81,0,31,20,1,1,3,16,5,5,190,204,394,8.2,6.2,43,58,0,29,21,1,3,2,27,1,1,1
3,287,172,459,8.2,4.9,70,72,0,26,25,0,4,2,33,1,0,277,134,411,7.9,4.6,58,71,0,38,25,1,3,2,27,4,1,0
3,238,283,521,8.5,6.7,82,72,1,36,25,0,6,1,45,1,3,247,136,383,6.4,4.9,25,72,1,24,21,3,2,1,17,3,1,0
2,159,68,227,7.4,2.7,30,58,1,23,14,0,2,0,14,6,3,322,108,430,8.9,3.6,29,70,0,37,28,0,6,1,45,2,1,1
5,263,230,493,8.3,5.9,10,74,0,37,28,0,5,2,40,2,2,350,74,424,8.8,3.7,38,63,2,23,19,2,2,1,17,2,1,0
2,315,120,435,8.4,4.6,11,65,1,28,23,1,5,0,35,1,1,294,208,502,7,5.8,10,81,1,32,30,0,3,3,30,2,1,0
3,186,99,285,5.2,4.1,44,61,0,23,18,0,2,4,26,1,4,356,80,436,7.9,3.5,35,68,1,37,27,2,3,2,27,1,1,1
2,346,56,402,7.9,2.5,65,70,0,32,25,0,3,1,24,2,3,291,97,388,7.3,4.2,35,65,1,28,19,0,2,2,20,2,1,0
2,256,124,380,7.5,4.6,28,64,0,28,22,0,3,2,27,2,2,441,84,525,8.2,4,65,75,0,32,30,1,3,3,30,0,1,1
2,227,233,460,8.4,5.7,46,69,1,38,27,3,2,2,20,1,3,157,132,289,7.1,5.3,13,51,0,22,13,0,3,2,27,2,1,1
4,329,87,416,8.5,4.1,53,65,1,25,28,0,7,0,49,3,3,505,103,608,10.1,4,93,76,0,35,35,2,7,1,52,0,1,1
3,213,114,327,5.3,3.5,49,73,0,35,24,2,3,4,32,0,2,247,136,383,6.9,5.9,79,59,3,25,19,0,1,4,18,0,1,0
5,309,171,480,7.6,5.9,88,77,1,31,28,0,5,1,38,3,2,245,161,406,5.3,6,47,73,1,29,21,1,5,0,35,0,1,0
1,272,91,363,8.9,4.5,48,58,0,25,15,3,2,1,17,4,2,150,218,368,6.7,5.5,10,68,0,35,17,0,5,5,49,3,1,1
3,280,158,438,7.9,4.9,70,69,0,34,26,0,5,1,39,1,4,220,127,347,8.9,6,31,49,0,26,23,1,4,0,28,2,1,0
3,220,115,335,9.5,4.1,30,57,0,29,21,0,2,2,20,3,1,335,103,438,8.8,4.1,64,69,0,31,27,0,3,2,26,3,1,1
3,210,113,323,7,3.6,40,61,0,30,19,1,1,2,13,0,1,91,129,220,3.7,4.3,40,57,0,30,14,0,0,4,12,1,1,0
0,174,42,216,6.4,2,65,53,0,30,12,1,0,2,6,3,2,246,84,330,6.8,3.2,62,67,0,30,23,2,1,1,10,2,1,1
5,165,129,294,6.8,3.5,53,65,0,35,18,0,3,4,33,1,1,179,31,210,5,2.2,40,56,0,25,14,3,1,2,14,2,1,0
2,99,171,270,3.9,8.6,30,51,0,22,11,1,1,0,7,2,2,205,230,435,6.2,5.2,69,81,0,38,29,0,4,0,28,2,1,1
3,177,71,248,7.2,4.2,25,54,0,27,17,1,0,1,3,5,1,165,230,395,6.3,5.9,57,66,1,33,25,0,2,2,20,1,1,1
2,285,38,323,5.4,2.4,39,70,2,29,25,1,2,1,16,1,2,151,199,350,8.5,4.7,97,61,1,31,20,0,3,2,26,1,1,1
3,285,140,425,9,4,31,74,1,36,25,0,2,5,28,4,1,197,77,274,9.8,4.5,30,50,0,24,14,0,2,1,19,7,1,0
4,180,147,327,6.2,5.9,35,56,0,27,17,1,2,3,23,1,2,208,97,305,6.4,3.9,38,59,0,33,18,0,2,2,20,1,1,0
3,160,160,320,5.1,4.4,87,70,0,32,18,0,1,4,18,1,4,148,145,293,5.9,4.1,67,63,0,33,21,1,2,2,21,1,1,1
2,196,124,320,6.2,3.6,19,70,0,30,19,0,2,5,30,2,5,248,94,342,7.8,5.2,110,62,1,30,16,0,2,0,13,6,1,0
4,174,191,365,6.2,4.9,53,67,0,33,24,1,2,2,20,0,1,210,116,326,7.4,4.8,78,57,1,27,22,2,1,1,10,2,1,0
4,260,173,433,9.8,4.8,65,66,1,35,25,0,5,1,38,2,4,94,31,125,4.2,1.9,95,48,0,25,9,1,1,0,7,4,1,0
3,317,72,389,9.3,3,25,63,3,28,23,0,2,2,20,3,5,296,97,393,8.9,3.3,30,66,0,32,22,0,2,3,23,2,1,1
2,199,94,293,6.2,4.7,39,62,1,28,21,1,2,1,17,5,2,221,129,350,11.6,3.6,45,57,0,32,20,0,5,1,38,1,1,1
3,91,151,242,5.2,5.6,37,49,1,24,14,1,2,2,20,3,2,274,76,350,6.6,2.9,54,75,1,36,19,1,1,2,13,5,1,0
3,189,133,322,8.2,4.4,74,53,0,28,21,0,4,1,31,0,0,213,189,402,6.2,5.7,64,71,0,32,25,1,2,3,23,2,1,0
3,205,119,324,6.9,4.8,92,57,1,27,21,1,2,1,17,2,4,234,127,361,7.5,4.4,35,64,1,33,21,0,2,4,27,2,1,1
4,200,162,362,7,4.9,65,68,0,37,18,0,2,1,17,3,2,119,77,196,6.4,4.1,30,50,0,24,8,1,0,1,3,6,1,0
2,143,191,334,5.2,5.3,40,70,0,34,17,4,1,1,10,3,4,236,86,322,8,3.2,67,59,1,26,14,2,3,1,24,2,1,1
4,331,71,402,7.7,3.7,87,72,1,28,21,1,4,0,29,5,5,297,130,427,9.9,3.6,45,66,0,32,20,1,4,3,37,0,1,1
1,242,45,287,6.4,1.7,35,64,0,31,16,1,2,2,18,0,3,325,47,372,5.5,2.6,55,82,0,29,22,0,2,1,16,3,1,0
2,189,101,290,6.5,3.3,95,63,0,31,17,0,2,1,17,1,2,188,177,365,4.7,6.3,38,73,1,29,23,1,1,2,13,2,1,0
1,246,67,313,7.6,2.8,55,63,0,27,19,1,4,0,27,3,3,205,101,306,6.3,4,108,63,1,33,17,0,2,3,23,3,1,0
4,77,101,178,5.3,3.9,59,64,3,30,16,1,1,0,8,9,5,260,121,381,9.6,4.7,119,56,1,30,19,1,5,1,38,2,1,1
0,203,53,256,5.8,2.9,37,53,1,28,12,0,1,1,10,0,2,235,110,345,11,3.5,30,63,3,32,18,0,1,2,13,6,1,1
3,158,187,345,9.5,7.5,70,45,0,23,15,0,6,0,42,2,0,379,56,435,5.4,3.1,85,89,2,37,29,4,2,1,17,1,1,0
2,353,91,444,8.6,2.9,76,73,0,34,24,1,3,4,34,1,0,391,155,546,9.6,4.8,98,76,2,39,26,1,4,3,37,2,1,1
3,220,111,331,5.3,5.5,45,70,0,34,22,1,2,0,14,4,0,114,203,317,5.6,7,48,52,0,26,15,1,3,0,21,1,1,1
3,246,150,396,10.2,6.5,92,51,1,30,24,0,5,0,35,3,1,330,69,399,6.6,3.8,28,71,0,30,27,0,3,2,27,0,1,0
1,201,121,322,6.8,5.3,65,59,1,24,20,0,2,1,17,3,3,284,87,371,8.1,3.1,71,67,0,37,26,0,3,4,32,2,1,1
3,282,67,349,7.6,3.2,21,64,0,33,22,0,3,1,24,4,2,231,111,342,10.7,4.6,15,52,0,28,16,3,2,2,20,5,1,0
2,185,115,300,7.7,4.1,58,52,1,30,21,1,7,0,48,0,0,226,109,335,7.5,3.9,170,62,0,30,18,2,2,3,23,2,1,0
0,48,98,146,3.7,3.6,40,46,0,27,7,0,0,0,0,2,2,212,159,371,7.8,5.5,41,63,0,33,17,0,2,4,26,4,1,1
3,244,153,397,10.8,4.1,44,63,2,34,17,0,4,3,37,2,3,191,94,285,5.4,4.5,57,59,1,26,12,1,1,2,13,1,1,0
1,170,121,291,6.1,5.3,50,59,0,25,13,0,4,0,26,4,3,194,170,364,6.5,4,72,74,0,37,20,1,2,2,20,1,1,0
1,153,174,327,5.8,4.5,25,67,0,37,21,0,2,4,26,1,2,285,104,389,10.2,4.2,47,55,2,23,19,1,3,0,21,1,1,0
2,310,70,380,8.2,2.9,55,63,1,33,27,1,3,1,22,1,4,312,119,431,10.2,4,88,62,0,27,24,0,3,2,27,1,1,1
4,111,133,244,5.6,4,45,57,1,28,17,0,4,3,37,2,1,270,141,411,6.7,4.7,48,75,1,32,25,4,3,1,23,2,1,0
4,248,135,383,7.5,4.1,25,72,0,32,25,2,4,0,27,3,2,219,115,334,8,4.4,48,60,0,28,14,0,2,3,23,4,1,0
5,322,175,497,8.1,5.1,87,76,2,37,33,1,6,0,41,1,2,264,70,334,6.7,5,104,58,0,23,21,1,5,0,38,2,1,0
0,176,54,230,5.7,3.4,54,62,2,29,15,2,0,0,0,5,5,282,142,424,11.1,4.4,60,61,0,32,20,0,5,1,38,2,1,1
5,113,155,268,4.7,7.8,40,52,1,24,18,0,1,2,13,2,1,296,77,373,10.2,2.6,20,62,1,36,21,0,2,2,20,2,1,1
1,309,77,386,6.9,3.5,65,71,1,28,21,2,1,1,10,2,4,255,111,366,11.3,3.5,33,62,2,32,23,0,5,1,38,4,1,1
5,263,150,413,6.7,7.1,41,70,3,28,23,0,3,0,21,5,1,304,81,385,8,2.5,15,72,0,32,25,0,4,1,31,1,1,1
2,173,117,290,6.1,3.7,43,63,0,30,21,0,2,3,23,2,4,395,101,496,8.8,3.7,124,73,3,39,28,1,2,2,20,1,1,0
3,285,17,302,6.7,1.2,63,61,0,32,17,0,1,3,16,2,1,185,133,318,7.1,3.5,30,64,0,28,18,2,2,1,17,0,1,1
1,255,64,319,6,3.6,58,66,0,29,21,1,1,4,19,3,3,222,166,388,8.4,4.5,53,65,1,31,25,1,3,1,23,1,1,1
2,323,67,390,7.5,3,45,65,1,30,24,0,2,2,20,0,2,327,87,414,9.3,3.3,32,63,1,30,25,1,2,1,17,1,1,0
3,354,54,408,7.4,2.7,73,70,0,33,18,1,1,4,19,2,2,307,120,427,9.6,4.8,30,57,1,27,25,0,4,1,31,0,1,1
0,194,139,333,9.9,4,90,59,2,29,18,0,2,4,26,3,2,219,104,323,6.7,3.9,115,69,2,31,21,1,3,0,19,4,1,0
1,301,87,388,7.6,2.5,95,78,0,37,26,0,3,1,24,2,3,176,115,291,5.7,6.1,80,52,0,23,18,0,2,1,17,1,1,0
3,363,146,509,7.3,5.4,56,77,1,31,30,1,2,3,23,0,1,221,98,319,13.8,3,35,52,0,29,16,0,4,1,31,2,1,1
2,53,103,156,3.5,3.6,45,50,0,23,10,4,1,0,7,2,2,307,139,446,9.7,3.8,24,70,0,37,28,1,6,2,47,1,1,1
1,164,164,328,7.1,6.3,66,51,0,27,13,0,3,1,24,1,3,334,113,447,7.7,5.4,20,71,2,33,26,1,1,5,22,4,1,0
3,334,117,451,7.7,3.5,66,83,2,39,30,1,4,3,39,3,3,228,115,343,7.5,6.4,131,52,0,21,18,1,4,2,32,2,1,0
4,267,70,337,6.8,2.4,47,70,0,37,26,0,2,2,19,1,3,301,67,368,8.8,3.9,81,55,1,23,17,1,1,2,13,2,1,0
5,349,175,524,8.8,4.9,25,79,0,40,29,0,3,2,27,2,1,146,66,212,4.2,4.4,104,50,0,20,9,1,0,1,3,0,1,0
4,209,145,354,7,4,70,69,0,37,22,0,4,3,36,1,5,205,27,232,5,2.1,43,58,0,23,16,3,1,0,6,2,1,0
4,219,124,343,6.1,3.9,46,79,0,37,21,1,3,3,31,6,2,276,76,352,11,2.9,30,55,3,29,19,0,4,2,34,2,1,1
2,212,176,388,9.8,4.3,50,70,0,38,21,2,2,2,20,5,1,81,61,142,5.2,4.1,33,45,0,22,8,0,0,1,3,6,1,0
2,247,59,306,7.8,3.7,42,52,0,22,14,0,1,2,13,2,2,253,255,508,9,5.8,51,75,0,38,28,0,4,1,29,2,1,1
5,103,102,205,4.5,3.4,60,53,0,28,14,0,3,1,23,0,2,253,59,312,7,2.7,83,67,2,32,18,1,2,1,17,4,1,0
1,151,38,189,4,1.8,93,65,0,28,11,0,0,2,6,3,2,191,197,388,8.3,4.8,93,64,1,32,16,0,3,1,27,0,1,1
3,231,133,364,6.1,4,105,71,0,39,21,0,1,3,16,0,1,350,108,458,8,3.3,60,78,0,33,21,1,1,4,19,1,1,1
2,257,106,363,8,3.4,69,66,2,34,19,0,2,3,23,2,3,252,92,344,7.3,4.8,58,59,0,26,21,0,3,0,21,3,1,0
1,387,70,457,8.6,4.4,49,61,2,23,23,2,3,1,24,0,2,302,161,463,9.3,4.2,65,75,1,37,29,0,4,1,31,2,1,1
4,175,109,284,4.8,4,43,70,2,31,19,1,0,0,0,2,3,97,185,282,5.4,4.7,15,59,0,29,15,0,3,2,27,1,1,1
3,244,134,378,6.3,4.2,60,73,0,36,24,0,1,3,16,2,4,187,90,277,7.6,4.1,74,52,1,24,13,0,0,0,0,3,1,0
3,403,98,501,9.9,2.8,61,77,0,35,24,0,4,1,33,1,0,235,27,262,7.1,1.2,35,59,0,25,17,1,2,0,13,2,1,0
2,237,120,357,8.2,3.8,46,65,0,32,20,0,2,1,17,2,4,358,79,437,10.7,3.4,55,61,0,28,25,0,4,2,35,3,1,1
4,222,140,362,8.5,4.8,40,55,2,28,21,0,4,0,27,0,3,281,94,375,6,4.3,85,69,0,32,17,1,1,3,16,0,1,0
4,285,72,357,9.5,3.1,116,61,0,30,23,0,5,2,41,5,4,209,167,376,5.5,6.4,84,68,0,30,25,0,3,1,25,2,1,0
4,324,96,420,9.4,3.7,60,66,0,30,23,0,3,4,31,3,4,304,81,385,9.9,2.9,61,62,1,30,25,1,3,1,24,2,1,0
4,273,171,444,7,5.7,40,71,0,29,28,0,4,1,30,1,0,177,122,299,6.9,4.5,68,62,0,31,20,0,2,1,17,5,1,0
4,286,91,377,5.7,4.3,15,71,0,31,26,0,2,3,22,0,2,269,64,333,8.4,2.8,66,56,2,29,16,0,2,1,17,1,1,0
1,126,36,162,5,2.8,30,49,0,22,7,2,1,1,10,4,4,269,133,402,5.8,4.6,46,75,0,38,20,0,2,4,26,0,1,1
4,306,42,348,6.2,3,47,68,0,31,17,1,2,3,23,2,4,401,95,496,10.7,3.7,48,65,2,29,20,1,4,0,30,1,1,1
4,177,136,313,5.9,3.5,30,73,0,34,20,0,1,3,16,2,2,251,58,309,7,3.4,49,61,2,26,15,1,0,1,3,4,1,0
1,128,111,239,5.7,3.8,77,55,1,25,14,3,0,1,3,2,5,211,114,325,7.6,2.9,20,70,0,35,21,0,5,2,41,1,1,1
5,276,120,396,8.1,4.1,64,63,0,31,22,0,4,2,35,0,4,205,75,280,6,3.3,73,57,1,29,16,1,2,0,14,0,1,0
2,150,64,214,6.4,3.2,40,54,0,25,11,0,1,1,10,5,3,240,112,352,6,3.5,69,78,1,35,21,1,1,2,12,3,1,1
0,261,169,430,7.3,5.3,91,74,1,37,21,0,2,3,24,4,1,311,115,426,8.2,4.6,67,65,1,29,23,2,4,1,30,1,1,1
2,160,62,222,7.6,4.8,68,43,1,22,8,1,1,0,7,5,2,285,77,362,9.5,2.1,40,69,0,38,19,0,1,0,7,1,1,1
1,163,235,398,5.6,5.7,40,70,0,37,23,0,4,1,30,0,2,149,51,200,10.6,3,83,41,0,23,8,2,2,1,17,6,1,0
4,169,128,297,5.4,8,65,53,0,24,15,2,2,0,15,2,1,252,222,474,7.9,6.2,95,68,0,37,24,0,3,3,30,0,1,0
4,200,67,267,7.9,3,45,54,0,23,16,0,3,1,25,4,2,198,256,454,8.2,6.2,116,67,0,37,26,0,3,2,28,1,1,1
2,191,140,331,7.3,6.7,77,53,0,30,18,2,2,3,23,3,3,137,137,274,5.1,4.3,85,62,0,30,20,0,3,2,27,1,1,1
3,231,106,337,10,4.2,81,50,1,27,17,0,4,1,31,1,3,309,70,379,7.4,2.9,29,71,0,33,29,4,3,1,24,3,1,0
4,142,98,240,5.1,5.2,82,57,0,29,17,1,2,0,14,4,1,125,102,227,4.3,3.6,70,60,1,31,12,0,1,1,10,1,1,0
0,282,193,475,6.4,7.7,65,73,1,29,25,1,3,1,24,2,5,263,95,358,9.5,3.7,42,58,0,31,19,0,4,1,31,2,1,1
5,215,62,277,5.7,3.9,57,58,0,31,16,3,1,0,6,2,3,386,110,496,7.7,5.5,68,70,1,29,28,1,5,1,38,0,1,1
2,125,175,300,4.4,6.5,54,63,2,30,21,2,3,1,23,3,4,231,83,314,9.7,2.7,118,57,2,30,15,1,3,1,26,1,1,1
4,236,67,303,13.1,2.5,70,46,0,27,13,1,5,0,34,1,1,244,116,360,5.8,5,42,72,1,33,20,3,1,2,13,3,1,0
4,233,261,494,7.8,6.9,15,68,0,34,22,1,4,2,34,0,3,317,272,589,8.4,5.6,35,90,0,41,30,0,4,1,31,2,1,0
3,95,65,160,5,2.7,89,48,0,27,11,0,1,0,7,2,1,225,83,308,7.8,3,35,65,1,33,18,0,1,2,13,4,1,1
3,370,123,493,11,3.4,50,71,1,39,28,0,4,3,37,1,2,307,86,393,9.9,4.5,59,50,0,21,16,1,4,1,31,0,1,0
2,260,88,348,5.7,4,50,77,1,34,25,4,2,1,18,5,2,89,208,297,4.8,6.5,75,61,0,26,16,1,4,2,33,4,1,1
3,112,193,305,5.4,7.1,60,52,0,24,15,0,4,1,30,2,3,243,102,345,8.7,3.5,40,64,1,36,23,2,1,4,19,4,1,0
1,167,133,300,6.4,4.8,52,60,1,25,16,0,1,3,16,3,3,179,313,492,6.6,7.1,71,74,2,35,29,0,6,1,45,3,1,1
3,263,162,425,7.4,4.3,115,82,0,40,30,1,3,1,25,5,3,245,33,278,10.8,2.8,75,42,0,20,19,0,4,1,31,4,1,1
2,159,183,342,6.1,5.4,75,63,0,32,20,1,1,3,16,2,2,207,93,300,4.8,3.4,25,71,0,28,23,2,2,0,12,1,1,0
0,118,183,301,4.8,4.9,60,65,0,34,20,0,3,0,21,2,2,151,153,304,9.2,5.3,31,52,0,26,15,0,4,0,28,5,1,1
2,170,212,382,5.5,7.1,73,69,1,30,24,1,3,1,24,4,5,260,139,399,7.4,4.3,65,67,0,30,24,0,4,3,38,0,1,1
3,220,240,460,7.1,5.7,45,73,0,39,24,3,3,2,27,0,2,208,67,275,9.1,3.7,46,48,0,21,14,1,3,0,20,5,1,0
0,162,107,269,7,5.1,51,54,0,26,16,0,1,2,13,5,2,171,280,451,7,7,42,66,0,34,29,0,4,2,33,1,1,1
2,162,68,230,5.9,2.4,0,62,2,29,14,1,1,1,10,3,1,202,127,329,7,4.2,15,61,0,31,18,0,3,3,30,1,1,1
2,324,57,381,12.2,3,44,56,0,25,18,1,2,3,23,7,4,188,152,340,5.4,5.1,95,66,0,35,22,1,2,3,22,1,1,0
3,188,117,305,4.3,5.3,15,66,2,28,17,6,0,1,3,0,3,221,72,293,7.2,2.7,59,62,1,32,18,0,3,1,24,2,1,1
3,288,66,354,9.7,2.5,71,60,0,31,21,0,3,2,27,2,2,247,58,305,6.4,2.9,60,65,0,29,20,3,2,1,17,4,1,0
1,244,72,316,6.7,4.2,18,58,0,28,16,0,1,2,13,3,3,375,61,436,8.1,2.5,10,72,1,32,30,0,4,1,31,1,1,1
1,197,33,230,5.5,2.4,83,52,0,24,11,2,0,1,3,1,2,225,171,396,6.4,4.9,64,70,0,36,28,0,4,0,28,0,1,1
2,234,11,245,5.6,1,35,57,1,23,11,2,1,3,16,2,1,189,155,344,9.8,4,25,66,2,37,16,0,3,1,24,5,1,1
1,222,171,393,6.7,4.9,37,71,0,34,21,0,4,1,31,2,0,339,68,407,6.8,3.8,10,70,0,26,22,2,3,2,28,1,1,0
1,155,125,280,5.5,3.7,55,67,0,34,16,0,0,3,9,3,2,157,139,296,5.1,5.6,31,58,0,26,17,1,0,2,6,1,1,0
3,282,139,421,10,3.5,28,70,1,38,27,0,5,2,41,1,2,214,36,250,5.8,2.6,90,52,0,22,13,3,1,1,10,1,1,0
1,216,188,404,7.3,4.7,56,81,0,42,24,1,2,3,23,6,0,116,248,364,5.1,9.2,25,55,0,25,17,0,2,1,17,2,1,0
3,290,147,437,8.1,4.9,81,68,0,33,23,1,5,1,38,1,4,329,55,384,7.7,4.6,55,55,0,27,18,2,1,3,16,0,1,0
3,366,46,412,6.8,2.6,31,73,2,27,21,0,1,3,16,1,3,250,124,374,7,3.4,54,74,0,33,19,2,3,1,24,1,1,1
4,222,29,251,5.8,2.9,77,58,1,25,15,1,0,1,3,4,3,301,125,426,9.7,4.2,99,61,0,35,25,0,4,2,34,0,1,1
3,270,87,357,5.7,4.8,40,72,1,31,22,1,2,0,14,4,3,287,149,436,11.1,5.7,68,55,0,29,18,0,6,0,43,2,1,1
3,241,36,277,5.9,2,99,65,0,28,15,1,2,0,14,2,1,224,50,274,8.1,1.7,94,63,0,32,13,1,2,2,21,3,1,1
5,295,127,422,10,5.1,98,59,1,30,20,0,4,3,35,2,2,400,48,448,8.9,2.5,40,66,0,30,30,0,4,2,30,1,1,0
1,167,146,313,4.6,5.2,70,64,0,34,24,0,2,3,24,0,0,176,33,209,6,2.5,52,62,1,26,17,1,1,1,9,8,1,0
1,221,148,369,10.5,5.1,67,50,0,28,16,0,4,0,28,0,3,219,91,310,6.5,4,10,63,0,32,18,2,1,0,7,3,1,0
5,178,56,234,5,4,24,55,0,26,16,2,2,0,14,2,2,272,117,389,7.8,3.9,115,69,1,34,20,1,2,3,24,2,1,1
4,285,97,382,7.9,3.3,104,66,0,33,26,0,1,6,24,1,2,146,76,222,5.8,2.7,86,56,0,27,19,1,2,2,20,1,1,0
3,246,122,368,6,4.7,95,72,0,35,22,1,2,4,27,2,5,279,127,406,8.5,5.8,45,55,0,25,23,2,4,1,31,0,1,1
1,206,231,437,5.8,7,37,77,3,39,27,1,3,1,24,4,5,243,69,312,7.5,2.5,43,69,0,33,21,1,4,0,27,4,1,1
2,302,80,382,6.7,3.1,29,71,0,31,22,2,2,3,25,0,1,242,145,387,7.9,6.3,59,59,0,29,17,2,3,0,20,3,1,0
3,199,84,283,5.3,3.8,58,64,1,31,18,2,1,4,19,2,0,168,48,216,5.1,2.3,75,63,0,29,14,3,2,1,17,4,1,0
3,199,62,261,5.7,3.3,93,54,1,25,13,0,4,0,28,0,4,282,130,412,5.7,5,105,80,1,35,25,0,3,2,27,2,1,0
2,250,60,310,6.3,3,46,62,1,30,18,1,2,1,16,1,3,188,118,306,4.5,6.2,65,69,1,30,18,0,1,1,10,3,1,0
3,293,98,391,6.4,3.8,111,76,0,35,22,0,2,3,23,2,2,397,38,435,8.8,2.2,119,64,1,25,19,2,3,2,27,1,1,1
0,111,33,144,4.8,2.5,35,48,1,21,11,2,1,0,7,4,1,277,119,396,7.2,3.5,61,77,0,39,29,2,3,2,28,2,1,1
2,267,101,368,7.7,6.3,136,52,0,24,17,0,2,1,17,1,5,299,118,417,8.4,3.9,45,67,0,36,27,0,3,2,27,1,1,1
1,261,64,325,5.9,3.2,15,71,2,29,22,0,1,2,14,3,2,219,92,311,6.5,3.1,69,68,0,31,16,1,1,4,19,2,1,1
1,159,169,328,4,4.4,30,81,0,37,27,1,2,4,27,1,3,189,151,340,6.9,6.3,62,57,1,23,18,1,3,2,27,3,1,1
3,263,72,335,5.5,4.5,41,70,0,29,22,2,1,1,10,3,2,218,153,371,8.1,4,20,67,0,31,25,0,3,2,27,1,1,1
5,303,52,355,8.9,2.3,41,60,1,28,21,0,4,1,29,2,2,189,143,332,6.6,4.9,69,64,1,32,20,1,2,1,17,4,1,0
2,249,96,345,6.6,5.1,49,64,0,32,27,0,2,0,14,4,3,222,180,402,9.5,6.2,45,54,1,28,21,0,4,0,28,1,1,1
0,172,180,352,5.2,6.9,35,63,0,32,22,2,2,1,17,2,1,288,271,559,11,9,30,61,1,28,23,0,4,1,31,3,1,1
2,186,78,264,7,3.4,60,55,0,29,12,1,2,2,20,3,3,229,122,351,5.5,4.5,15,72,0,31,23,2,3,0,21,1,1,1
1,306,53,359,5.1,2.8,88,80,0,32,22,3,2,0,14,1,1,332,80,412,10.7,2.4,23,64,2,28,21,0,3,4,32,0,1,1
2,147,213,360,6.4,5.6,43,70,0,35,21,0,3,1,23,4,0,85,169,254,3.7,7.7,34,53,0,25,13,1,1,1,10,3,1,0
2,244,50,294,6.5,2.6,60,63,0,29,15,1,1,1,10,3,2,155,95,250,6.1,4,25,57,0,31,17,0,1,2,12,4,1,1
1,168,120,288,7.3,5.7,15,50,0,21,14,1,1,1,10,3,3,270,133,403,7.5,3.9,46,73,0,39,23,0,3,2,29,2,1,1
